MS Zoning,Street,Alley,Lot Shape,Land Contour,Utilities,Lot Config,Land Slope,Neighborhood,Condition 1,Condition 2,Bldg Type,House Style,Roof Style,Roof Matl,Exterior 1st,Exterior 2nd,Mas Vnr Type,Exter Qual,Exter Cond,Foundation,Bsmt Qual,Bsmt Cond,Bsmt Exposure,BsmtFin Type 1,BsmtFin Type 2,Heating,Heating QC,Central Air,Electrical,Kitchen Qual,Functional,Fireplace Qu,Garage Type,Garage Finish,Garage Qual,Garage Cond,Paved Drive,Pool QC,Fence,Misc Feature,Sale Type,Id,MS SubClass,Lot Frontage,Lot Area,Overall Qual,Overall Cond,Mas Vnr Area,BsmtFin SF 1,BsmtFin SF 2,Bsmt Unf SF,Total Bsmt SF,1st Flr SF,2nd Flr SF,Low Qual Fin SF,Gr Liv Area,Bsmt Full Bath,Bsmt Half Bath,Full Bath,Half Bath,Bedroom AbvGr,Kitchen AbvGr,TotRms AbvGrd,Fireplaces,Garage Cars,Garage Area,Wood Deck SF,Open Porch SF,Enclosed Porch,3Ssn Porch,Screen Porch,Pool Area,Mo Sold,SalePrice,Age,Remod Age,Garage Age,Total Area,OverallQual & GrLivArea,GarageArea & Cars,Age & RemodAge,FullBath & RmsAbvGrd
RM,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,BrDale,Norm,Norm,TwnhsE,2Story,Gable,CompShg,HdBoard,HdBoard,BrkFace,3,TA,CBlock,TA,TA,No,Unf,Unf,GasA,3,Y,SBrkr,3,Typ,0,Detchd,Unf,3,TA,Y,None,None,None,WD ,2365,160,24.0,2760,6,5,514.0,0.0,0.0,525.0,525.0,525,567,0,1092,0.0,0.0,1,1,3,1,6,0,2.0,440.0,0,0,0,0,0,0,12,105500,38,38,38.0,5331.0,6552,880.0,1444,6
RL,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,Mitchel,Norm,Norm,1Fam,2Story,Gable,CompShg,VinylSd,VinylSd,None,5,TA,PConc,Gd,TA,No,GLQ,Unf,GasA,5,Y,SBrkr,4,Typ,3,Attchd,Unf,3,TA,Y,None,None,None,WD ,310,60,85.0,11050,8,5,0.0,615.0,0.0,434.0,1049.0,1036,880,0,1916,1.0,0.0,2,1,3,1,8,1,3.0,741.0,0,70,0,0,0,0,5,254900,13,12,13.0,14826.0,15328,2223.0,156,16
RL,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,Gable,CompShg,WdShing,Wd Shng,None,2,TA,CBlock,TA,TA,No,LwQ,Unf,GasA,2,Y,FuseA,3,Min2,3,Attchd,Unf,3,TA,Y,None,None,None,WD ,1961,20,60.0,7200,5,3,0.0,432.0,0.0,432.0,864.0,1238,0,0,1238,0.0,0.0,1,1,3,1,6,1,1.0,357.0,0,171,0,0,0,0,11,102000,61,61,61.0,9830.0,6190,357.0,3721,6
RL,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,2Story,Gable,CompShg,VinylSd,VinylSd,None,5,TA,PConc,Gd,TA,No,GLQ,Unf,GasA,5,Y,SBrkr,4,Typ,0,Attchd,RFn,3,TA,Y,None,None,None,WD ,849,60,79.0,12420,7,5,0.0,666.0,0.0,278.0,944.0,944,896,0,1840,1.0,0.0,2,1,3,1,6,0,2.0,622.0,0,45,0,0,0,0,6,230000,10,10,10.0,15871.0,12880,1244.0,100,12
RM,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,BrkSide,Norm,Norm,1Fam,2Story,Gable,CompShg,MetalSd,MetalSd,None,5,TA,BrkTil,TA,TA,Mn,Unf,Unf,GasA,5,Y,SBrkr,3,Typ,0,Detchd,Unf,2,Fa,N,None,None,None,WD ,2018,70,51.0,6120,5,8,0.0,0.0,0.0,939.0,939.0,939,574,0,1513,0.0,0.0,1,1,4,1,8,0,1.0,180.0,24,0,150,0,0,0,5,137500,91,7,78.0,8926.0,7565,180.0,637,8
RL,Pave,None,IR1,Bnk,AllPub,Inside,Gtl,BrkSide,Norm,Norm,1Fam,1Story,Gable,CompShg,WdShing,Wd Shng,None,3,Gd,BrkTil,TA,TA,No,LwQ,BLQ,GasA,3,Y,SBrkr,3,Typ,1,Detchd,Unf,3,TA,Y,None,GdPrv,None,WD ,1328,30,55.0,7111,5,7,0.0,406.0,273.0,329.0,1008.0,1143,0,0,1143,0.0,0.0,1,0,2,1,5,1,1.0,288.0,265,0,0,0,0,0,7,138000,83,28,19.0,9815.0,5715,288.0,2324,5
RL,Pave,None,IR1,Lvl,AllPub,Inside,Gtl,SawyerW,Norm,Norm,1Fam,SLvl,Gable,CompShg,Wd Sdng,Wd Sdng,BrkFace,4,TA,CBlock,Gd,TA,Av,Rec,GLQ,GasA,4,Y,SBrkr,4,Min2,1,Attchd,Unf,3,TA,Y,None,None,Shed,WD ,801,80,66.0,19255,6,5,100.0,70.0,450.0,0.0,520.0,1338,0,0,1338,0.0,0.0,1,1,2,1,5,1,2.0,576.0,0,0,0,0,0,0,9,156500,28,28,28.0,21789.0,8028,1152.0,784,5
RL,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,Gable,CompShg,MetalSd,MetalSd,None,5,Gd,CBlock,TA,TA,No,ALQ,Unf,GasA,5,Y,SBrkr,3,Typ,0,Detchd,Unf,3,TA,Y,None,None,None,WD ,400,20,70.0,8120,4,7,0.0,191.0,0.0,673.0,864.0,864,0,0,864,0.0,0.0,1,0,3,1,5,0,2.0,463.0,0,0,0,0,0,0,7,124500,41,41,17.0,10311.0,3456,926.0,1681,5
RL,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,NWAmes,PosA,Norm,1Fam,2Story,Mansard,WdShake,WdShing,Plywood,None,3,TA,CBlock,Gd,TA,No,Unf,Unf,GasA,3,Y,SBrkr,3,Typ,4,Attchd,RFn,3,TA,Y,None,None,None,WD ,1650,60,92.0,11952,7,6,0.0,0.0,0.0,808.0,808.0,1161,808,0,1969,0.0,0.0,2,1,3,1,8,1,2.0,534.0,0,0,0,0,276,0,11,190000,34,34,34.0,15539.0,13783,1068.0,1156,16
RL,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,Blmngtn,Norm,Norm,1Fam,1Story,Gable,CompShg,VinylSd,VinylSd,BrkFace,5,TA,PConc,Gd,TA,Av,Unf,Unf,GasA,5,Y,SBrkr,4,Typ,4,Attchd,Fin,3,TA,Y,None,None,None,WD ,1084,20,43.0,3182,7,5,16.0,0.0,0.0,1266.0,1266.0,1266,0,0,1266,0.0,0.0,2,0,2,1,6,1,2.0,388.0,100,16,0,0,0,0,3,159895,4,4,4.0,6234.0,8862,776.0,16,12
RL,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,SWISU,Feedr,Norm,1Fam,2Story,Gable,CompShg,MetalSd,Wd Sdng,None,5,TA,BrkTil,TA,Fa,No,Unf,Unf,GasA,5,Y,SBrkr,3,Typ,0,BuiltIn,RFn,3,TA,Y,None,None,None,WD ,1522,70,51.0,9842,5,6,0.0,0.0,0.0,612.0,612.0,990,1611,0,2601,0.0,0.0,3,1,4,1,8,0,2.0,621.0,183,0,301,0,0,0,5,189000,90,13,13.0,14160.0,13005,1242.0,1170,24
RL,Pave,None,IR1,Lvl,AllPub,Inside,Gtl,Sawyer,Norm,Norm,1Fam,1Story,Gable,CompShg,HdBoard,HdBoard,None,3,TA,CBlock,TA,TA,No,ALQ,Unf,GasA,3,N,SBrkr,3,Typ,0,None,None,0,None,Y,None,GdWo,None,WD ,2496,20,0.0,8020,5,6,0.0,644.0,0.0,268.0,912.0,912,0,0,912,0.0,0.0,1,0,3,1,6,0,0.0,0.0,0,0,0,0,0,0,4,124000,47,47,47.0,9844.0,4560,0.0,2209,6
RL,Pave,None,IR1,Lvl,AllPub,Inside,Gtl,Sawyer,Norm,Norm,1Fam,1Story,Hip,CompShg,Wd Sdng,Wd Sdng,BrkFace,3,TA,CBlock,Gd,TA,No,ALQ,Unf,GasA,3,Y,SBrkr,3,Mod,4,Detchd,Unf,3,TA,Y,None,None,None,WD ,220,20,0.0,11341,5,6,180.0,1302.0,0.0,90.0,1392.0,1392,0,0,1392,1.0,0.0,1,1,3,1,5,1,2.0,528.0,0,0,0,0,95,0,5,121500,54,15,54.0,14928.0,6960,1056.0,810,5
RL,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,Duplex,1Story,Gable,CompShg,Wd Sdng,Wd Sdng,None,2,TA,CBlock,TA,TA,No,Unf,Unf,GasA,2,Y,FuseA,3,Typ,0,Detchd,Unf,3,TA,Y,None,None,None,WD ,1254,90,76.0,12436,5,5,0.0,0.0,0.0,1824.0,1824.0,1824,0,0,1824,0.0,0.0,2,0,5,2,9,0,2.0,484.0,0,0,0,0,0,0,1,146000,54,54,53.0,16568.0,9120,968.0,2916,18
RL,Pave,None,IR1,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,2Story,Gable,CompShg,VinylSd,VinylSd,None,5,TA,PConc,Gd,TA,No,GLQ,Unf,GasA,5,Y,SBrkr,4,Typ,0,Attchd,RFn,3,TA,Y,None,None,Shed,WD ,1443,60,75.0,12192,7,5,0.0,663.0,0.0,265.0,928.0,928,895,0,1823,1.0,0.0,2,1,3,1,6,0,2.0,626.0,192,36,0,0,0,0,5,235000,11,10,11.0,15797.0,12761,1252.0,110,12
RM,Pave,None,IR1,HLS,AllPub,Inside,Mod,Crawfor,Norm,Norm,TwnhsE,1Story,Hip,CompShg,CemntBd,CmentBd,Stone,5,TA,PConc,Ex,TA,Gd,GLQ,Unf,GasA,5,Y,SBrkr,4,Typ,4,Attchd,Fin,3,TA,Y,None,None,None,WD ,2885,120,44.0,3842,8,5,186.0,1564.0,0.0,30.0,1594.0,1646,0,0,1646,1.0,1.0,2,0,2,1,5,1,2.0,525.0,128,53,0,0,155,0,12,300000,7,6,7.0,8129.0,13168,1050.0,42,10
RM,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,MeadowV,Norm,Norm,Twnhs,2Story,Gable,CompShg,CemntBd,CmentBd,None,4,TA,CBlock,TA,TA,No,Unf,Unf,GasA,4,Y,SBrkr,3,Typ,0,None,None,0,None,Y,None,None,None,WD ,2920,160,21.0,1936,4,7,0.0,0.0,0.0,546.0,546.0,546,546,0,1092,0.0,0.0,1,1,3,1,5,0,0.0,0.0,0,0,0,0,0,0,6,90500,41,41,41.0,3574.0,4368,0.0,1681,5
RL,Pave,None,IR1,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,Duplex,1Story,Gable,CompShg,HdBoard,HdBoard,BrkFace,3,TA,CBlock,TA,TA,No,LwQ,Unf,GasA,3,Y,SBrkr,3,Typ,0,Detchd,Unf,3,TA,Y,None,None,None,WD ,1197,90,74.0,13101,5,5,108.0,231.0,0.0,1497.0,1728.0,1728,0,0,1728,0.0,0.0,2,0,6,2,10,0,2.0,576.0,0,0,0,0,0,0,11,142600,46,46,24.0,17241.0,8640,1152.0,2116,20
RL,Pave,None,IR1,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,Gable,CompShg,VinylSd,VinylSd,BrkFace,5,TA,PConc,Gd,TA,No,GLQ,Unf,GasA,5,Y,SBrkr,4,Typ,0,Attchd,RFn,3,TA,Y,None,None,None,WD ,848,20,67.0,9808,7,5,110.0,788.0,0.0,785.0,1573.0,1573,0,0,1573,1.0,0.0,2,0,3,1,6,0,2.0,544.0,0,72,0,0,0,0,3,227000,9,9,9.0,13680.0,11011,1088.0,81,12
RL,Pave,None,IR1,HLS,AllPub,Corner,Gtl,Crawfor,Norm,Norm,Duplex,2.5Unf,Gable,CompShg,Wd Sdng,Wd Sdng,None,5,TA,BrkTil,TA,TA,No,LwQ,Unf,GasA,5,Y,SBrkr,3,Typ,4,Detchd,Unf,3,TA,Y,None,None,None,WD ,926,90,0.0,8145,7,6,0.0,246.0,0.0,674.0,920.0,1240,1240,0,2480,0.0,0.0,2,1,5,2,13,2,2.0,400.0,0,0,57,0,0,0,7,205000,71,61,71.0,12002.0,17360,800.0,4331,26
RL,Pave,None,IR2,Lvl,AllPub,CulDSac,Mod,CollgCr,Norm,Norm,1Fam,1Story,Gable,CompShg,VinylSd,VinylSd,BrkFace,5,TA,PConc,Gd,TA,Gd,GLQ,Unf,GasA,5,Y,SBrkr,4,Typ,3,Attchd,RFn,3,TA,Y,None,None,None,WD ,2158,20,73.0,17227,8,5,158.0,915.0,0.0,426.0,1341.0,1341,0,0,1341,1.0,0.0,1,1,1,1,5,1,2.0,482.0,240,84,0,0,0,0,1,246900,12,11,12.0,20873.0,10728,964.0,132,5
C (all),Pave,None,Reg,Lvl,AllPub,Corner,Gtl,IDOTRR,Feedr,Norm,1Fam,2Story,Gable,CompShg,Wd Sdng,Wd Sdng,None,5,TA,Stone,Po,Fa,No,Unf,Unf,GasA,5,N,SBrkr,3,Typ,0,Detchd,Unf,2,TA,Y,None,None,None,WD ,1555,70,60.0,5280,4,7,0.0,0.0,0.0,173.0,173.0,825,536,0,1361,0.0,0.0,1,0,2,1,6,0,1.0,185.0,0,123,0,0,0,0,7,89000,116,61,116.0,7122.0,5444,185.0,7076,6
RL,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,1Fam,1.5Fin,Gable,CompShg,VinylSd,VinylSd,None,5,TA,CBlock,TA,TA,No,Unf,Unf,GasA,5,N,FuseF,2,Typ,0,Detchd,Unf,3,Fa,P,None,None,None,WD ,278,50,89.0,11792,4,5,0.0,0.0,0.0,744.0,744.0,792,328,0,1120,0.0,0.0,1,0,2,1,5,0,2.0,480.0,0,0,0,0,160,0,6,64000,63,61,55.0,14296.0,4480,960.0,3843,5
RL,Pave,None,IR1,Lvl,AllPub,Inside,Gtl,Greens,Norm,Norm,Twnhs,1Story,Gable,CompShg,Wd Sdng,Plywood,None,3,TA,CBlock,Gd,TA,Gd,GLQ,Rec,GasA,3,Y,SBrkr,4,Typ,3,Attchd,Fin,3,TA,Y,None,None,None,WD ,2522,120,40.0,3876,8,5,0.0,652.0,526.0,48.0,1226.0,1226,0,0,1226,1.0,0.0,1,0,1,1,4,1,2.0,484.0,133,60,0,0,0,0,7,170000,33,33,33.0,7005.0,9808,968.0,1089,4
RL,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,1Fam,2Story,Hip,CompShg,VinylSd,VinylSd,Stone,5,TA,PConc,Ex,TA,Gd,Unf,Unf,GasA,5,Y,SBrkr,5,Typ,4,BuiltIn,RFn,3,TA,Y,None,None,None,New,434,60,107.0,13891,9,5,424.0,0.0,0.0,1734.0,1734.0,1734,1088,0,2822,0.0,0.0,3,1,4,1,12,1,3.0,1020.0,52,170,0,0,192,0,1,582933,3,2,2.0,20305.0,25398,3060.0,6,36
RM,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Artery,Norm,1Fam,1Story,Gable,CompShg,MetalSd,MetalSd,None,4,Gd,BrkTil,TA,TA,No,BLQ,Unf,GasA,4,Y,SBrkr,4,Typ,4,Detchd,Unf,3,TA,Y,None,MnPrv,None,WD ,2683,30,50.0,6000,6,6,0.0,397.0,0.0,706.0,1103.0,1103,0,0,1103,0.0,0.0,1,0,2,1,5,1,2.0,440.0,166,120,0,0,0,0,7,110500,86,31,35.0,8932.0,6618,880.0,2666,5
RL,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,1Fam,1Story,Hip,CompShg,HdBoard,HdBoard,Stone,4,TA,CBlock,TA,TA,No,Unf,Unf,GasA,4,Y,SBrkr,3,Min2,0,Attchd,Fin,3,TA,P,None,GdPrv,None,WD ,2173,20,80.0,8240,6,6,198.0,0.0,0.0,1179.0,1179.0,1179,0,0,1179,0.0,0.0,1,0,2,1,5,0,2.0,622.0,0,0,0,0,0,0,6,110000,51,51,51.0,11418.0,7074,1244.0,2601,5
RL,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,1Fam,1Story,Hip,CompShg,VinylSd,VinylSd,None,5,Ex,CBlock,TA,TA,No,Unf,Unf,GasA,5,Y,SBrkr,3,Typ,0,None,None,0,None,Y,None,None,None,WD ,894,20,50.0,9405,5,9,0.0,0.0,0.0,698.0,698.0,698,0,0,698,0.0,1.0,1,0,2,1,4,0,0.0,0.0,0,200,0,0,0,0,6,118000,64,3,64.0,11001.0,3490,0.0,192,4
RL,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,1Fam,2Story,Gable,CompShg,VinylSd,VinylSd,BrkFace,5,TA,PConc,Gd,TA,No,GLQ,Unf,GasA,5,Y,SBrkr,4,Typ,4,BuiltIn,RFn,3,TA,Y,None,None,None,WD ,1066,60,85.0,10625,7,5,292.0,866.0,0.0,132.0,998.0,1006,1040,0,2046,1.0,0.0,2,1,3,1,8,1,3.0,871.0,320,62,0,0,0,0,8,284000,8,7,8.0,15214.0,14322,2613.0,56,16
RL,Pave,None,IR1,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,2Story,Gable,CompShg,HdBoard,HdBoard,BrkFace,5,TA,CBlock,TA,TA,No,Rec,Unf,GasA,5,Y,SBrkr,3,Typ,4,Attchd,Fin,3,TA,Y,None,None,None,WD ,1261,60,70.0,9247,6,6,318.0,319.0,0.0,539.0,858.0,858,858,0,1716,0.0,0.0,1,1,4,1,8,1,2.0,490.0,0,84,0,0,120,0,3,171000,49,49,49.0,12833.0,10296,980.0,2401,8
RL,Pave,None,IR1,Lvl,AllPub,Corner,Gtl,SawyerW,Norm,Norm,1Fam,2Story,Gable,CompShg,VinylSd,VinylSd,None,5,TA,PConc,Gd,TA,Gd,Unf,Unf,GasA,5,Y,SBrkr,4,Typ,0,BuiltIn,RFn,3,TA,Y,None,None,None,WD ,537,60,96.0,10628,7,5,0.0,0.0,0.0,835.0,835.0,871,941,0,1812,0.0,0.0,2,1,3,1,8,0,2.0,478.0,146,91,0,0,0,0,1,193000,7,7,7.0,13990.0,12684,956.0,49,16
RL,Pave,None,IR2,Lvl,AllPub,Corner,Gtl,Mitchel,Norm,Norm,1Fam,1Story,Gable,CompShg,Plywood,Plywood,None,3,TA,PConc,Gd,TA,No,LwQ,Unf,GasA,3,Y,SBrkr,3,Typ,0,Attchd,Unf,3,TA,Y,None,MnPrv,None,WD ,2301,20,0.0,11000,5,6,0.0,1090.0,0.0,0.0,1090.0,1178,0,0,1178,1.0,0.0,1,1,3,1,6,0,2.0,502.0,0,44,0,0,88,0,6,135000,35,8,35.0,13902.0,5890,1004.0,280,6
RL,Pave,None,Reg,Bnk,AllPub,Inside,Gtl,Crawfor,Norm,Norm,1Fam,2.5Unf,Gable,CompShg,MetalSd,Stucco,None,3,TA,BrkTil,TA,TA,Mn,Unf,Unf,GasA,3,Y,SBrkr,4,Typ,4,Detchd,Unf,2,TA,N,None,None,None,WD ,2854,70,54.0,9399,7,8,0.0,0.0,0.0,818.0,818.0,818,818,0,1636,0.0,0.0,1,1,4,1,7,1,1.0,288.0,0,0,212,0,0,0,9,167000,92,61,92.0,12353.0,11452,288.0,5612,7
RM,Pave,Grvl,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,1Fam,1Story,Gable,CompShg,MetalSd,MetalSd,None,5,TA,CBlock,TA,TA,No,Unf,Unf,GasA,5,Y,SBrkr,3,Typ,0,Detchd,RFn,3,TA,Y,None,None,None,COD,2649,20,60.0,7200,4,5,0.0,0.0,0.0,576.0,576.0,864,0,0,864,0.0,0.0,1,0,2,1,5,0,1.0,528.0,0,0,0,0,115,0,8,105000,61,61,59.0,9283.0,3456,528.0,3721,5
RL,Pave,None,IR1,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,Gable,CompShg,VinylSd,VinylSd,BrkFace,5,TA,PConc,Gd,TA,Av,ALQ,Unf,GasA,5,Y,SBrkr,4,Typ,0,Attchd,RFn,3,TA,Y,None,None,None,WD ,2776,20,78.0,10264,7,5,183.0,1162.0,0.0,426.0,1588.0,1588,0,0,1588,0.0,0.0,2,0,3,1,6,0,2.0,472.0,158,29,0,0,0,0,8,214000,12,12,12.0,14282.0,11116,944.0,144,12
RL,Pave,None,IR1,Lvl,AllPub,Corner,Gtl,NridgHt,Norm,Norm,1Fam,2Story,Gable,CompShg,VinylSd,VinylSd,BrkFace,5,TA,PConc,Gd,TA,No,GLQ,Unf,GasA,5,Y,SBrkr,4,Typ,3,BuiltIn,RFn,3,TA,Y,None,None,None,WD ,2403,60,0.0,13215,8,5,112.0,994.0,0.0,426.0,1420.0,1426,488,0,1914,1.0,0.0,2,1,3,1,9,1,3.0,746.0,168,127,0,0,0,0,2,279000,7,7,7.0,17702.0,15312,2238.0,49,18
RL,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,NWAmes,Norm,Norm,1Fam,SLvl,Gable,CompShg,Plywood,Plywood,BrkFace,3,TA,CBlock,TA,Fa,No,ALQ,Unf,GasA,3,Y,SBrkr,4,Typ,3,Attchd,RFn,3,TA,Y,None,None,None,WD ,2355,80,81.0,10530,6,6,248.0,548.0,0.0,127.0,675.0,1109,766,0,1875,0.0,0.0,3,0,3,1,8,1,2.0,485.0,48,28,0,0,0,0,6,184500,36,11,36.0,13889.0,11250,970.0,396,24
RM,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,1Fam,1.5Fin,Gable,CompShg,MetalSd,MetalSd,None,5,Gd,CBlock,TA,TA,No,ALQ,Unf,GasA,5,Y,SBrkr,3,Typ,0,Detchd,Unf,3,TA,Y,None,None,None,WD ,1983,50,50.0,6000,3,7,0.0,331.0,0.0,318.0,649.0,679,504,0,1183,0.0,0.0,1,1,2,1,6,0,1.0,308.0,0,176,0,0,0,0,6,120000,63,9,30.0,8316.0,3549,308.0,567,6
RL,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,SawyerW,Norm,Norm,1Fam,2Story,Gable,CompShg,HdBoard,HdBoard,None,5,Gd,PConc,Gd,Gd,No,GLQ,Rec,GasA,5,Y,SBrkr,4,Typ,0,Attchd,RFn,3,TA,Y,None,None,None,WD ,547,60,70.0,7703,6,6,0.0,52.0,364.0,400.0,816.0,833,897,0,1730,0.0,0.0,2,1,3,1,6,0,2.0,528.0,0,91,0,0,168,0,11,171500,19,19,19.0,11036.0,10380,1056.0,361,12
FV,Pave,Pave,IR1,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,TwnhsE,2Story,Gable,CompShg,MetalSd,MetalSd,None,5,TA,PConc,Gd,TA,No,Unf,Unf,GasA,5,Y,SBrkr,4,Typ,0,Detchd,RFn,3,TA,Y,None,None,None,New,1842,160,35.0,4251,7,5,0.0,0.0,0.0,625.0,625.0,625,625,0,1250,0.0,0.0,2,1,2,1,5,0,2.0,528.0,0,54,0,0,0,0,6,164700,5,4,5.0,6708.0,8750,1056.0,20,10
RL,Pave,None,IR1,Bnk,AllPub,Inside,Gtl,SawyerW,Norm,Norm,1Fam,2Story,Gable,CompShg,HdBoard,HdBoard,BrkFace,5,TA,CBlock,Gd,TA,No,ALQ,Unf,GasA,5,Y,SBrkr,5,Typ,3,Attchd,RFn,3,TA,Y,None,MnPrv,None,WD ,2748,60,88.0,12128,6,4,232.0,549.0,0.0,319.0,868.0,1313,1246,0,2559,0.0,0.0,2,1,4,1,9,1,2.0,506.0,0,245,0,0,168,0,11,209000,22,22,22.0,16706.0,15354,1012.0,484,18
RM,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,Blmngtn,Norm,Norm,TwnhsE,1Story,Hip,CompShg,VinylSd,VinylSd,BrkFace,5,TA,PConc,Gd,TA,No,GLQ,Unf,GasA,5,Y,SBrkr,4,Typ,3,Attchd,Fin,3,TA,Y,None,None,None,WD ,2425,120,0.0,3072,7,5,18.0,1059.0,0.0,306.0,1365.0,1548,0,0,1548,1.0,0.0,2,0,2,1,7,1,2.0,388.0,143,20,0,0,0,0,9,225000,7,7,7.0,6554.0,10836,776.0,49,14
RL,Pave,None,Reg,Lvl,AllPub,FR2,Gtl,Edwards,Feedr,Norm,1Fam,1.5Fin,Gambrel,CompShg,Wd Sdng,VinylSd,None,3,Fa,PConc,TA,TA,No,Unf,Unf,GasA,3,Y,SBrkr,3,Typ,0,None,None,0,None,N,None,None,None,WD ,2837,50,58.0,8410,5,3,0.0,0.0,0.0,658.0,658.0,658,526,0,1184,0.0,0.0,1,0,5,1,8,0,0.0,0.0,0,151,0,0,0,0,5,81000,101,15,101.0,10403.0,5920,0.0,1515,8
RL,Pave,None,IR1,Lvl,AllPub,CulDSac,Gtl,Somerst,RRAn,Norm,1Fam,1Story,Gable,CompShg,VinylSd,VinylSd,None,5,TA,PConc,Ex,Gd,No,GLQ,Unf,GasA,5,Y,SBrkr,4,Typ,4,Attchd,RFn,3,TA,Y,None,None,None,New,2456,20,49.0,15218,8,5,0.0,1562.0,0.0,108.0,1670.0,1670,0,0,1670,1.0,0.0,2,1,2,1,6,1,3.0,928.0,0,240,200,0,0,0,9,336820,5,5,5.0,19926.0,13360,2784.0,25,12
RL,Pave,None,IR1,Low,AllPub,Inside,Mod,SawyerW,Norm,Norm,1Fam,2Story,Gable,CompShg,Plywood,Plywood,BrkFace,5,TA,CBlock,Gd,TA,Gd,GLQ,Unf,GasA,5,Y,SBrkr,3,Typ,4,Attchd,Fin,3,TA,Y,None,None,None,WD ,2114,60,0.0,14364,7,5,128.0,1065.0,0.0,92.0,1157.0,1180,882,0,2062,1.0,0.0,2,1,3,1,7,1,2.0,454.0,60,55,0,0,154,0,4,277000,23,22,23.0,18434.0,14434,908.0,506,14
RL,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,Hip,CompShg,CemntBd,CmentBd,None,3,TA,CBlock,TA,TA,No,Unf,Unf,GasA,3,Y,SBrkr,3,Typ,0,Detchd,Unf,3,TA,Y,None,None,None,WD ,1890,20,70.0,8680,5,7,0.0,0.0,0.0,894.0,894.0,894,0,0,894,0.0,0.0,1,0,3,1,5,0,1.0,312.0,0,0,0,0,0,0,1,117600,51,51,46.0,10780.0,4470,312.0,2601,5
RL,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1.5Fin,Gable,CompShg,VinylSd,VinylSd,None,5,Gd,CBlock,TA,TA,No,BLQ,Unf,GasA,5,Y,SBrkr,3,Min2,0,Attchd,Unf,3,TA,Y,None,MnPrv,None,WD ,621,50,80.0,9600,6,8,0.0,120.0,0.0,736.0,856.0,1112,556,0,1668,0.0,0.0,1,1,3,1,6,0,1.0,271.0,0,0,0,0,0,0,9,140000,61,6,61.0,12395.0,10008,271.0,366,6
RL,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,PosN,Norm,1Fam,1Story,Hip,CompShg,VinylSd,VinylSd,Stone,5,TA,PConc,Ex,TA,Av,GLQ,Unf,GasA,5,Y,SBrkr,5,Typ,4,Attchd,Fin,3,TA,Y,None,None,None,New,1427,20,91.0,11778,9,5,402.0,1153.0,0.0,598.0,1751.0,1766,0,0,1766,1.0,0.0,2,1,3,1,8,2,3.0,874.0,216,36,0,0,0,0,12,395039,3,3,3.0,16823.0,15894,2622.0,9,16
